"","ref","target","t","match","gold","syn_def","definition","syn_words","syn","pos","id","freq.x","freq.y","synset","target_centrality","ref_centrality","polysemy_target","polysemy_ref","correct","sig","p","corr"
"3524","vitiate","subvert","1914","True","-1","corrupt morally or by intemperance or sensuality","Do wrong/Corrupt","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","02.03.05.10","8826.5","1605.5","corrupt.v.01","2","1","4","3","0","0","0.530922861565801","0.261904761904762"
"3525","vitiate","demoralize","1874","True","-1","corrupt morally or by intemperance or sensuality","Do wrong/Corrupt","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","02.03.05.10","352.5","1605.5","corrupt.v.01","1","1","3","3",NA,NA,NA,NA
"3526","vitriolic","acerb","1872","True","-1","harsh or corrosive in tone","Angry/Sour/bitter/of speech/speaker","['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']","Synset('acerb.s.02')","adj","02.04.12.05.05.02|01",NA,"478.5","acerb.s.02","2","1","2","2",NA,NA,NA,NA
"3527","vitriolic","mordant","1870","True","-1","of a substance especially a strong acid capable of destroying or eating away by chemical action","Not in good condition/corroded/corrosive","['caustic', 'corrosive', 'erosive', 'vitriolic', 'mordant']","Synset('caustic.s.02')","adj","01.10.10.02|12.02","595","478.5","caustic.s.02","3","2","1","2",NA,NA,NA,NA
"3528","voiceless","breathed","1876","True","-1","uttered without voice","Pertaining to linguistics/Voiced/voiceless sound/voiceless","['breathed', 'voiceless']","Synset('breathed.s.01')","adj","02.07.04.03.01.01|02","64867.5","4817","breathed.s.01","10","3","5","2","1","0","0.100602631832255","-0.496503496503497"
"3529","vomit","disgorge","1860","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit/empty stomach","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04.02","849.5","8394","vomit.v.01","2","4","2","2","1","1","0.0415626822157434","-0.828571428571429"
"3530","vomit","sick","1930","True","1","eject the contents of the stomach through the mouth","Be in ill-health/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.04.18.03|03","443696","8394","vomit.v.01","2","4","2","2","1","0","0.383316870426973","0.392857142857143"
"3531","vomit","cast","1850","True","-1","eject the contents of the stomach through the mouth","Be in ill-health/Of birds: have disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.05.12|02","450196.5","8394","vomit.v.01","20","4","10","2","1","1","0.0498392334714206","-0.514285714285714"
"3532","vomit","regorge","1850","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/regurgitate","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|02",NA,"8394","vomit.v.01","1","4","1","2",NA,NA,NA,NA
"3533","vomit","retch","1888","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","274","8394","vomit.v.01","2","4","1","2",NA,NA,NA,NA
"3534","vomit","sick","1924","True","1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","443696","8394","vomit.v.01","2","4","2","2","1","0","0.351812553117565","0.380952380952381"
"3535","vomit_up","regorge","1850","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/regurgitate","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|02",NA,NA,"vomit.v.01","1","1","1","1",NA,NA,NA,NA
"3536","vomit_up","retch","1888","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","274",NA,"vomit.v.01","2","1","1","1",NA,NA,NA,NA
"3537","vomit_up","sick","1924","True","1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","443696",NA,"vomit.v.01","2","1","2","1",NA,NA,NA,NA
"3538","vomit_up","sick","1930","True","1","eject the contents of the stomach through the mouth","Be in ill-health/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.04.18.03|03","443696",NA,"vomit.v.01","2","1","2","1",NA,NA,NA,NA
"3539","vomit_up","cast","1850","True","-1","eject the contents of the stomach through the mouth","Be in ill-health/Of birds: have disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.05.12|02","450196.5",NA,"vomit.v.01","20","1","10","1",NA,NA,NA,NA
"3540","vomit_up","disgorge","1860","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit/empty stomach","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04.02","849.5",NA,"vomit.v.01","2","1","2","1",NA,NA,NA,NA
"3541","wail","mewl","1860","True","-1","cry weakly or softly","Hear/Cry of emotion/pain/whimper","['wail', 'whimper', 'mewl', 'pule']","Synset('wail.v.02')","vi","01.09.09.02.04.04.01|05",NA,"9202.5","wail.v.02","1","3","1","1",NA,NA,NA,NA
"3542","wail","howl","1892","True","-1","emit long loud cries","Hear/Cry of emotion/pain/wail/howl/cause by","['howl', 'ululate', 'wail', 'roar', 'yawl', 'yaup']","Synset('howl.v.01')","vt","01.09.09.02.04.04.01|03.01","12444.5","9202.5","howl.v.01","4","2","3","1","1","1","0.0145520519537278","-0.709090909090909"
"3543","wait","await","1860","True","-1","look forward to the probable occurrence of","Expect/Promise, encourage expectation/be in store for","['expect', 'look', 'await', 'wait']","Synset('expect.v.03')","vi","02.01.14.05.04|02","37040","1065107.5","expect.v.03","1","5","1","3","1","0","0.202564543817242","-0.362637362637363"
"3544","wander","divagate","1852","True","-1","lose clarity or turn aside especially from the main subject of attention or course of argument in writing thinking or speaking","The Arts/Be copious/digress","['digress', 'stray', 'divagate', 'wander']","Synset('digress.v.01')","vi","03.13.03.04.05.04|07","3.5","53262.5","digress.v.01","1","5","1","5",NA,NA,NA,NA
"3545","wander","swan","1942","True","1","move about aimlessly or without any destination often in search of food or employment","Travel from place to place/with no fixed aim/wander/idly","['roll', 'wander', 'swan', 'stray', 'tramp', 'roam', 'cast', 'ramble', 'rove', 'range', 'drift', 'vagabond']","Synset('roll.v.12')","vi","03.10.01.05|02.03","23198.5","53262.5","roll.v.12","3","1","2","5","1","0","0.544093294460641","0.314285714285714"
"3546","ward_off","avert","1862","True","-1","prevent the occurrence of prevent from happening","Make inactive/Abstain/refrain from (action)/turn aside from/avoid/shun/cause to","['debar', 'forefend', 'forfend', 'obviate', 'deflect', 'avert', 'head_off', 'stave_off', 'fend_off', 'avoid', 'ward_off']","Synset('debar.v.02')","vt","01.15.09.02.01|12.11.01","18185",NA,"debar.v.02","1","1","2","2",NA,NA,NA,NA
"3547","watch","view","1914","True","1","see or watch","Have faculty/power of sight/vision/See/inspect","['watch', 'view', 'see', 'catch', 'take_in']","Synset('watch.v.03')","vi","01.09.08.03|22","4951815","654455.5","watch.v.03","13","9","6","6","0","0","0.932156735540504","-0.0333333333333333"
"3548","water-resistant","water-repellent","1922","True","1","hindering the penetration of water","Liquid/Dry/water-resistant/-repellent","['water-repellent', 'water-resistant']","Synset('water-repellent.s.01')","adj","01.10.05.11|19",NA,NA,"water-repellent.s.01","1","1","1","1",NA,NA,NA,NA
"3549","wave","brandish","1866","True","-1","move or swing back and forth","Indicate/Sign (a document)/flourish","['brandish', 'flourish', 'wave']","Synset('brandish.v.01')","vt","03.09.04.02.01.01|04","322.5","572750.5","brandish.v.01","2","11","1","7",NA,NA,NA,NA
"3550","waver","flitter","1892","True","-1","move back and forth very rapidly","Move in specific manner/Agitate/cause to flutter/flicker","['flicker', 'waver', 'flitter', 'flutter', 'quiver']","Synset('flicker.v.01')","vt","01.14.02.03|12","60","4615","flicker.v.01","1","8","1","5",NA,NA,NA,NA
"3551","weak","unaccented","1892","True","-1","used of vowels or syllables pronounced with little or no stress","Pertaining to the Arts/Weak/feeble","['unaccented', 'light', 'weak']","Synset('unaccented.s.02')","adj","03.13.03.04.05.06","667","379799","unaccented.s.02","2","3","1","6","1","0","0.787172011661808","-0.142857142857143"
"3552","weak","debile","1890","True","-1","lacking bodily or muscular strength or vitality","Pertaining to ill-health/disease/in state of ill-health/diseased/weak","['decrepit', 'debile', 'feeble', 'infirm', 'rickety', 'sapless', 'weak', 'weakly']","Synset('decrepit.s.02')","adj","01.03.01|02.11","13","379799","decrepit.s.02","1","7","1","6",NA,NA,NA,NA
"3553","weakened","attenuated","1882","True","-1","reduced in strength","Living creature/Bacterium/weakened/modified","['attenuate', 'attenuated', 'faded', 'weakened']","Synset('attenuate.s.01')","adj","01.02.02.01.03.01|05","9108.5","44220","attenuate.s.01","4","8","2","5","0","1","0.0153173290532817","0.678321678321678"
"3554","weakly","debile","1890","True","-1","lacking bodily or muscular strength or vitality","Pertaining to ill-health/disease/in state of ill-health/diseased/weak","['decrepit', 'debile', 'feeble', 'infirm', 'rickety', 'sapless', 'weak', 'weakly']","Synset('decrepit.s.02')","adj","01.03.01|02.11","13","16729","decrepit.s.02","1","1","1","1",NA,NA,NA,NA
"3555","wealthy","loaded","1948","True","1","having an abundant supply of money or possessions of value","Rich/wealthy/very/fabulously","['affluent', 'flush', 'loaded', 'moneyed', 'wealthy']","Synset('affluent.s.01')","adj","02.06.05|02","102384.5","117013.5","affluent.s.01","9","1","3","1","1","0","0.265702623906705","0.542857142857143"
"3556","wear","outwear","1886","True","-1","exhaust or get tired through overuse or great strain or stress","Weary/exhaust","['tire', 'wear_upon', 'tire_out', 'wear', 'weary', 'jade', 'wear_out', 'outwear', 'wear_down', 'fag_out', 'fag', 'fatigue']","Synset('tire.v.02')","vt","01.09.02.03","30.5","353928.5","tire.v.02","2","11","2","6",NA,NA,NA,NA
"3557","wear_down","outwear","1886","True","-1","exhaust or get tired through overuse or great strain or stress","Weary/exhaust","['tire', 'wear_upon', 'tire_out', 'wear', 'weary', 'jade', 'wear_out', 'outwear', 'wear_down', 'fag_out', 'fag', 'fatigue']","Synset('tire.v.02')","vt","01.09.02.03","30.5",NA,"tire.v.02","2","1","2","2",NA,NA,NA,NA
"3558","wear_out","outwear","1886","True","-1","exhaust or get tired through overuse or great strain or stress","Weary/exhaust","['tire', 'wear_upon', 'tire_out', 'wear', 'weary', 'jade', 'wear_out', 'outwear', 'wear_down', 'fag_out', 'fag', 'fatigue']","Synset('tire.v.02')","vt","01.09.02.03","30.5",NA,"tire.v.02","2","1","2","3",NA,NA,NA,NA
"3559","wear_upon","outwear","1886","True","-1","exhaust or get tired through overuse or great strain or stress","Weary/exhaust","['tire', 'wear_upon', 'tire_out', 'wear', 'weary', 'jade', 'wear_out', 'outwear', 'wear_down', 'fag_out', 'fag', 'fatigue']","Synset('tire.v.02')","vt","01.09.02.03","30.5",NA,"tire.v.02","2","1","2","1",NA,NA,NA,NA
"3560","wearisome","tedious","1898","True","-1","so lacking in interest as to cause mental weariness","Manner of action/Slow/not rapid/slow to act/dilatory","['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']","Synset('boring.s.01')","adj","01.15.20.06|06","33599.5","2163","boring.s.01","1","1","2","1","1","1","0.000105593376303608","-0.909090909090909"
"3561","weary","outwear","1886","True","-1","exhaust or get tired through overuse or great strain or stress","Weary/exhaust","['tire', 'wear_upon', 'tire_out', 'wear', 'weary', 'jade', 'wear_out', 'outwear', 'wear_down', 'fag_out', 'fag', 'fatigue']","Synset('tire.v.02')","vt","01.09.02.03","30.5","62793","tire.v.02","2","1","2","1",NA,NA,NA,NA
"3562","weave","tissue","1850","True","-1","create a piece of cloth by interlacing strands of fabric such as wool or cotton","Manufacture of textile fabric/weave/weave fabric","['weave', 'tissue']","Synset('weave.v.02')","vt","01.08.01.15.03.01|01.01","448977","17732","weave.v.02","3","3","1","2","1","1","1.07131729816209e-06","-0.921428571428571"
"3563","wee","wee-wee","1930","True","1","eliminate urine","The body/Urinate","['make', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee', 'pass_water']","Synset('make.v.49')","vi","01.02.03.20.05.02",NA,"16733.5","make.v.49","1","2","1","1",NA,NA,NA,NA
"3564","wee-wee","wee","1934","True","1","eliminate urine","The body/Urinate","['make', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee', 'pass_water']","Synset('make.v.49')","vi","01.02.03.20.05.02","16733.5",NA,"make.v.49","2","1","1","1",NA,NA,NA,NA
"3565","weeping","cernuous","1852","True","-1","having branches or flower heads that bend downward","Growing/that grows/Of plants defined by habit/erect/drooping","['cernuous', 'drooping', 'nodding', 'pendulous', 'weeping']","Synset('cernuous.s.01')","adj","01.06.06.03|05",NA,"35930.5","cernuous.s.01","1","4","1","1",NA,NA,NA,NA
"3566","welt","lather","1886","True","-1","beat severely with a whip or rod","Punish/Beat/flog","['flog', 'welt', 'whip', 'lather', 'lash', 'slash', 'strap', 'trounce']","Synset('flog.v.01')","vi","03.04.12.02","2886","10825.5","flog.v.01","5","3","4","2","1","0","0.819150855569991","-0.107142857142857"
"3567","whimper","mewl","1860","True","-1","cry weakly or softly","Hear/Cry of emotion/pain/whimper","['wail', 'whimper', 'mewl', 'pule']","Synset('wail.v.02')","vi","01.09.09.02.04.04.01|05",NA,"4416","wail.v.02","1","2","1","1",NA,NA,NA,NA
"3568","whip","lather","1886","True","-1","beat severely with a whip or rod","Punish/Beat/flog","['flog', 'welt', 'whip', 'lather', 'lash', 'slash', 'strap', 'trounce']","Synset('flog.v.01')","vi","03.04.12.02","2886","40390","flog.v.01","5","6","4","5","1","0","0.383316870426973","-0.392857142857143"
"3569","whirl","eddy","1878","True","-1","flow in a circular current of liquids","Move in specific manner/Revolve/rotate/swirl/eddy","['eddy', 'purl', 'whirlpool', 'swirl', 'whirl']","Synset('eddy.v.01')","vt","01.14.02.05|07","23357","8236.5","eddy.v.01","3","7","1","4","1","1","0.00211222959934988","-0.769230769230769"
